Filename,start_date,end_date,mid_date,POINT_1_VELOCITY,POINT_2_VELOCITY,POINT_3_VELOCITY,POINT_4_VELOCITY
2021-11-16_2021-11-22_S1B_S1A_T2.tif,2021-11-16,2021-11-22,2021/11/19,,,,
2016-05-30_2016-06-11_S1A_S1A_T2.tif,2016-05-30,2016-06-11,2016/06/05,7643.0,5734.0,2840.0,1732.0
2021-11-16_2021-11-22_S1B_S1A.tif,2021-11-16,2021-11-22,2021/11/19,,,2960.0,2191.0
2019-04-20_2019-05-02_S1B_S1B.tif,2019-04-20,2019-05-02,2019/04/26,,,,
2021-08-31_2021-09-06_S1B_S1A.tif,2021-08-31,2021-09-06,2021/09/03,,7356.0,3253.0,2004.0
2020-08-05_2020-08-11_S1B_S1A_T2.tif,2020-08-05,2020-08-11,2020/08/08,,,,
2016-05-16_2016-05-28_S1A_S1A.tif,2016-05-16,2016-05-28,2016/05/22,,5961.0,2712.0,1800.0
2016-10-14_2016-10-26_S1A_S1A.tif,2016-10-14,2016-10-26,2016/10/20,,5649.0,2718.0,1780.0
2017-07-10_2017-07-22_S1A_S1A.tif,2017-07-10,2017-07-22,2017/07/16,,6656.0,2991.0,1900.0
2022-11-12_2022-11-24_S1A_S1A.tif,2022-11-12,2022-11-24,2022/11/18,,,2893.0,1872.0
2019-08-18_2019-08-30_S1B_S1B_T2.tif,2019-08-18,2019-08-30,2019/08/24,,,,
2017-04-06_2017-04-12_S1B_S1A_T2.tif,2017-04-06,2017-04-12,2017/04/09,,,,
2020-07-12_2020-07-18_S1B_S1A.tif,2020-07-12,2020-07-18,2020/07/15,,7031.0,3096.0,
2016-12-26_2017-01-01_S1B_S1A_T2.tif,2016-12-26,2017-01-01,2016/12/29,,6192.0,2911.0,1775.0
2016-12-31_2017-01-06_S1B_S1A_T3.tif,2016-12-31,2017-01-06,2017/01/03,,,,
2021-03-21_2021-04-02_S1B_S1B.tif,2021-03-21,2021-04-02,2021/03/27,,,,1804.0
2019-07-06_2019-07-12_S1B_S1A_T2.tif,2019-07-06,2019-07-12,2019/07/09,,,,
2017-06-15_2017-06-27_S1B_S1B.tif,2017-06-15,2017-06-27,2017/06/21,,,,
2021-05-08_2021-05-14_S1B_S1A_T3.tif,2021-05-08,2021-05-14,2021/05/11,,,,
2021-04-22_2021-05-04_S1A_S1A.tif,2021-04-22,2021-05-04,2021/04/28,,,,
2017-06-27_2017-07-03_S1B_S1A.tif,2017-06-27,2017-07-03,2017/06/30,,,,
2019-05-19_2019-05-31_S1B_S1B_T2.tif,2019-05-19,2019-05-31,2019/05/25,,,,
2021-12-22_2021-12-28_S1B_S1A.tif,2021-12-22,2021-12-28,2021/12/25,,,3232.0,1951.0
2021-05-08_2021-05-20_S1B_S1B.tif,2021-05-08,2021-05-20,2021/05/14,,6934.0,,1924.0
2020-07-07_2020-07-13_S1B_S1A_T2.tif,2020-07-07,2020-07-13,2020/07/10,,,,
2016-05-09_2016-05-21_S1A_S1A.tif,2016-05-09,2016-05-21,2016/05/15,,,,
2019-06-24_2019-07-06_S1B_S1B.tif,2019-06-24,2019-07-06,2019/06/30,9782.0,6484.0,3029.0,1889.0
2021-10-12_2021-10-24_S1A_S1A_T2.tif,2021-10-12,2021-10-24,2021/10/18,,,,
2020-04-07_2020-04-13_S1B_S1A_T2.tif,2020-04-07,2020-04-13,2020/04/10,,,,
2018-03-20_2018-04-01_S1B_S1B.tif,2018-03-20,2018-04-01,2018/03/26,,,,
2019-06-24_2019-07-06_S1B_S1B_T2.tif,2019-06-24,2019-07-06,2019/06/30,,,,
2018-09-21_2018-10-03_S1B_S1B.tif,2018-09-21,2018-10-03,2018/09/27,,,3175.0,2045.0
2019-12-28_2020-01-03_S1B_S1A.tif,2019-12-28,2020-01-03,2019/12/31,,6388.0,3100.0,
2020-01-16_2020-01-22_S1B_S1A_T2.tif,2020-01-16,2020-01-22,2020/01/19,,7245.0,3278.0,
2019-09-22_2019-10-04_S1A_S1A.tif,2019-09-22,2019-10-04,2019/09/28,,6488.0,2834.0,1989.0
2019-04-08_2019-04-20_S1B_S1B.tif,2019-04-08,2019-04-20,2019/04/14,,,,
2021-09-06_2021-09-18_S1A_S1A.tif,2021-09-06,2021-09-18,2021/09/12,,,3115.0,1941.0
2016-03-29_2016-04-10_S1A_S1A.tif,2016-03-29,2016-04-10,2016/04/04,,,,1814.0
2020-07-24_2020-07-30_S1B_S1A.tif,2020-07-24,2020-07-30,2020/07/27,,6891.0,3146.0,1949.0
2018-03-07_2018-03-19_S1A_S1A.tif,2018-03-07,2018-03-19,2018/03/13,,,,
2019-08-04_2019-08-16_S1B_S1B.tif,2019-08-04,2019-08-16,2019/08/10,,,,
2017-05-22_2017-06-03_S1B_S1B.tif,2017-05-22,2017-06-03,2017/05/28,,,,
2022-07-03_2022-07-15_S1A_S1A.tif,2022-07-03,2022-07-15,2022/07/09,,6796.0,3098.0,1914.0
2019-01-28_2019-02-03_S1B_S1A.tif,2019-01-28,2019-02-03,2019/01/31,,,,
2019-11-20_2019-11-26_S1B_S1A.tif,2019-11-20,2019-11-26,2019/11/23,,,,
2019-07-23_2019-07-29_S1B_S1A.tif,2019-07-23,2019-07-29,2019/07/26,,,,
2021-02-25_2021-03-09_S1B_S1B.tif,2021-02-25,2021-03-09,2021/03/03,,,,
2021-10-30_2021-11-05_S1B_S1A_T2.tif,2021-10-30,2021-11-05,2021/11/02,,,,
2020-02-07_2020-02-13_S1B_S1A.tif,2020-02-07,2020-02-13,2020/02/10,,,,1719.0
2021-09-29_2021-10-05_S1B_S1A.tif,2021-09-29,2021-10-05,2021/10/02,,7018.0,2680.0,2006.0
2021-06-26_2021-07-08_S1A_S1A.tif,2021-06-26,2021-07-08,2021/07/02,,6757.0,3009.0,1881.0
2021-08-01_2021-08-13_S1A_S1A.tif,2021-08-01,2021-08-13,2021/08/07,,7127.0,3159.0,1951.0
2016-03-24_2016-04-05_S1A_S1A.tif,2016-03-24,2016-04-05,2016/03/30,,,,1879.0
2017-06-17_2017-06-23_S1B_S1A.tif,2017-06-17,2017-06-23,2017/06/20,11249.0,6716.0,3093.0,1856.0
2021-05-14_2021-05-26_S1A_S1A.tif,2021-05-14,2021-05-26,2021/05/20,,6924.0,,1961.0
2019-09-09_2019-09-21_S1B_S1B.tif,2019-09-09,2019-09-21,2019/09/15,,,,
2020-10-16_2020-10-22_S1B_S1A.tif,2020-10-16,2020-10-22,2020/10/19,,6889.0,2872.0,1748.0
2020-05-25_2020-05-31_S1B_S1A.tif,2020-05-25,2020-05-31,2020/05/28,11401.0,6631.0,3336.0,1937.0
2020-07-05_2020-07-11_S1B_S1A.tif,2020-07-05,2020-07-11,2020/07/08,,,,
2018-02-05_2018-02-11_S1B_S1A.tif,2018-02-05,2018-02-11,2018/02/08,,,3253.0,
2020-07-11_2020-07-23_S1A_S1A.tif,2020-07-11,2020-07-23,2020/07/17,,,,
2019-06-06_2019-06-18_S1A_S1A.tif,2019-06-06,2019-06-18,2019/06/12,,6479.0,3042.0,2051.0
2019-09-16_2019-09-22_S1B_S1A_T2.tif,2019-09-16,2019-09-22,2019/09/19,,,,
2020-09-05_2020-09-11_S1B_S1A.tif,2020-09-05,2020-09-11,2020/09/08,,7003.0,3203.0,1963.0
2021-05-02_2021-05-14_S1A_S1A_T2.tif,2021-05-02,2021-05-14,2021/05/08,,,,
2017-03-13_2017-03-25_S1B_S1B.tif,2017-03-13,2017-03-25,2017/03/19,,,,1842.0
2020-11-21_2020-11-27_S1B_S1A_T2.tif,2020-11-21,2020-11-27,2020/11/24,,,,
2017-12-19_2017-12-25_S1B_S1A.tif,2017-12-19,2017-12-25,2017/12/22,,,2895.0,1954.0
2017-09-15_2017-09-27_S1A_S1A.tif,2017-09-15,2017-09-27,2017/09/21,,6910.0,2928.0,1767.0
2019-11-15_2019-11-21_S1B_S1A.tif,2019-11-15,2019-11-21,2019/11/18,,,2932.0,1964.0
2021-03-09_2021-03-21_S1B_S1B_T2.tif,2021-03-09,2021-03-21,2021/03/15,,,,
2016-09-18_2016-09-30_S1A_S1A.tif,2016-09-18,2016-09-30,2016/09/24,,,,
2018-07-24_2018-08-05_S1A_S1A.tif,2018-07-24,2018-08-05,2018/07/30,,7276.0,3141.0,1957.0
2017-06-21_2017-07-03_S1A_S1A.tif,2017-06-21,2017-07-03,2017/06/27,,,,
2019-05-20_2019-06-01_S1A_S1A.tif,2019-05-20,2019-06-01,2019/05/26,,6675.0,3105.0,1844.0
2021-01-17_2021-01-23_S1B_S1A_T2.tif,2021-01-17,2021-01-23,2021/01/20,,7325.0,3377.0,1854.0
2020-02-19_2020-02-25_S1B_S1A.tif,2020-02-19,2020-02-25,2020/02/22,,,3156.0,1942.0
2020-12-10_2020-12-16_S1B_S1A_T2.tif,2020-12-10,2020-12-16,2020/12/13,,,,
2020-06-01_2020-06-07_S1B_S1A.tif,2020-06-01,2020-06-07,2020/06/04,11623.0,6993.0,3103.0,2046.0
2018-05-07_2018-05-19_S1B_S1B.tif,2018-05-07,2018-05-19,2018/05/13,,,,
2022-05-14_2022-05-26_S1A_S1A.tif,2022-05-14,2022-05-26,2022/05/20,,,,
2021-09-17_2021-09-23_S1B_S1A_T2.tif,2021-09-17,2021-09-23,2021/09/20,,,,
2021-06-08_2021-06-20_S1B_S1B_T2.tif,2021-06-08,2021-06-20,2021/06/14,,,,
2021-04-09_2021-04-15_S1B_S1A_T2.tif,2021-04-09,2021-04-15,2021/04/12,,,,
2019-12-09_2019-12-15_S1B_S1A.tif,2019-12-09,2019-12-15,2019/12/12,,6384.0,3203.0,2015.0
2020-06-24_2020-07-06_S1A_S1A.tif,2020-06-24,2020-07-06,2020/06/30,,6997.0,3068.0,1862.0
2018-09-15_2018-09-27_S1A_S1A.tif,2018-09-15,2018-09-27,2018/09/21,,7113.0,2980.0,1919.0
2018-01-14_2018-01-20_S1B_S1A_T2.tif,2018-01-14,2018-01-20,2018/01/17,,,3273.0,
2017-09-26_2017-10-02_S1B_S1A.tif,2017-09-26,2017-10-02,2017/09/29,,6697.0,2577.0,1948.0
2017-08-04_2017-08-10_S1B_S1A_T2.tif,2017-08-04,2017-08-10,2017/08/07,,,,
2021-07-08_2021-07-20_S1A_S1A.tif,2021-07-08,2021-07-20,2021/07/14,,7069.0,3144.0,1858.0
2022-06-09_2022-06-21_S1A_S1A.tif,2022-06-09,2022-06-21,2022/06/15,,6967.0,3234.0,1989.0
2021-04-07_2021-04-19_S1B_S1B.tif,2021-04-07,2021-04-19,2021/04/13,,,,
2017-01-05_2017-01-11_S1B_S1A.tif,2017-01-05,2017-01-11,2017/01/08,,6227.0,2784.0,1805.0
2018-10-27_2018-11-02_S1B_S1A.tif,2018-10-27,2018-11-02,2018/10/30,,,3171.0,2008.0
2021-07-02_2021-07-08_S1B_S1A.tif,2021-07-02,2021-07-08,2021/07/05,11351.0,6738.0,2866.0,1850.0
2019-10-22_2019-10-28_S1B_S1A_T3.tif,2019-10-22,2019-10-28,2019/10/25,,,,
2021-06-18_2021-06-24_S1B_S1A.tif,2021-06-18,2021-06-24,2021/06/21,,,,
2020-04-02_2020-04-08_S1B_S1A_T2.tif,2020-04-02,2020-04-08,2020/04/05,,,,
2022-07-08_2022-07-20_S1A_S1A.tif,2022-07-08,2022-07-20,2022/07/14,,6830.0,3051.0,1895.0
2021-05-09_2021-05-21_S1A_S1A.tif,2021-05-09,2021-05-21,2021/05/15,,6886.0,,
2019-09-16_2019-09-22_S1B_S1A.tif,2019-09-16,2019-09-22,2019/09/19,8717.0,6551.0,3600.0,1874.0
2019-07-18_2019-07-24_S1B_S1A_T2.tif,2019-07-18,2019-07-24,2019/07/21,,,,
2021-07-19_2021-07-31_S1B_S1B.tif,2021-07-19,2021-07-31,2021/07/25,,7164.0,3095.0,1905.0
2017-01-11_2017-01-23_S1A_S1A.tif,2017-01-11,2017-01-23,2017/01/17,,,,1809.0
2019-02-07_2019-02-13_S1B_S1A.tif,2019-02-07,2019-02-13,2019/02/10,,,,2071.0
2016-07-17_2016-07-29_S1A_S1A.tif,2016-07-17,2016-07-29,2016/07/23,,5934.0,2877.0,
2021-04-10_2021-04-22_S1A_S1A_T2.tif,2021-04-10,2021-04-22,2021/04/16,,,,
2020-08-05_2020-08-11_S1B_S1A_T3.tif,2020-08-05,2020-08-11,2020/08/08,,,,
2020-12-12_2020-12-18_S1B_S1A.tif,2020-12-12,2020-12-18,2020/12/15,,,,
2021-03-22_2021-04-03_S1A_S1A.tif,2021-03-22,2021-04-03,2021/03/28,,,,1962.0
2021-09-23_2021-10-05_S1A_S1A.tif,2021-09-23,2021-10-05,2021/09/29,,,3146.0,1982.0
2016-04-15_2016-04-27_S1A_S1A.tif,2016-04-15,2016-04-27,2016/04/21,,,,
2021-11-09_2021-11-15_S1B_S1A.tif,2021-11-09,2021-11-15,2021/11/12,,,,
2021-03-09_2021-03-15_S1B_S1A_T2.tif,2021-03-09,2021-03-15,2021/03/12,,,,
2018-04-01_2018-04-13_S1B_S1B.tif,2018-04-01,2018-04-13,2018/04/07,,,,
2017-10-20_2017-11-01_S1B_S1B.tif,2017-10-20,2017-11-01,2017/10/26,,,3133.0,1932.0
2017-06-03_2017-06-09_S1B_S1A.tif,2017-06-03,2017-06-09,2017/06/06,,,,
2019-07-18_2019-07-30_S1B_S1B.tif,2019-07-18,2019-07-30,2019/07/24,,6566.0,3078.0,1890.0
2020-08-24_2020-09-05_S1B_S1B.tif,2020-08-24,2020-09-05,2020/08/30,,7497.0,3039.0,1928.0
2021-08-05_2021-08-11_S1B_S1A.tif,2021-08-05,2021-08-11,2021/08/08,,,,
2018-11-27_2018-12-03_S1B_S1A_T2.tif,2018-11-27,2018-12-03,2018/11/30,,,,
2020-04-19_2020-05-01_S1B_S1B.tif,2020-04-19,2020-05-01,2020/04/25,,,,1906.0
2020-11-09_2020-11-15_S1B_S1A_T2.tif,2020-11-09,2020-11-15,2020/11/12,,,,
2019-10-10_2019-10-16_S1B_S1A_T2.tif,2019-10-10,2019-10-16,2019/10/13,,,,
2019-09-16_2019-09-28_S1B_S1B_T2.tif,2019-09-16,2019-09-28,2019/09/22,,,,
2020-02-14_2020-02-20_S1B_S1A.tif,2020-02-14,2020-02-20,2020/02/17,,,,
2019-01-14_2019-01-20_S1B_S1A.tif,2019-01-14,2019-01-20,2019/01/17,,,3128.0,1908.0
2016-07-29_2016-08-10_S1A_S1A.tif,2016-07-29,2016-08-10,2016/08/04,,5863.0,2855.0,
2018-11-08_2018-11-14_S1B_S1A_T2.tif,2018-11-08,2018-11-14,2018/11/11,,,,
2021-04-02_2021-04-14_S1B_S1B_T2.tif,2021-04-02,2021-04-14,2021/04/08,,,,
2021-09-29_2021-10-11_S1B_S1B_T2.tif,2021-09-29,2021-10-11,2021/10/05,,,,
2019-09-15_2019-09-27_S1A_S1A.tif,2019-09-15,2019-09-27,2019/09/21,,,,
2019-07-30_2019-08-11_S1B_S1B_T2.tif,2019-07-30,2019-08-11,2019/08/05,,,,
2021-01-10_2021-01-16_S1B_S1A.tif,2021-01-10,2021-01-16,2021/01/13,,,,
2019-05-02_2019-05-08_S1B_S1A.tif,2019-05-02,2019-05-08,2019/05/05,10521.0,6481.0,3014.0,1835.0
2018-08-23_2018-08-29_S1B_S1A.tif,2018-08-23,2018-08-29,2018/08/26,11616.0,7056.0,3064.0,1763.0
2018-05-12_2018-05-18_S1B_S1A.tif,2018-05-12,2018-05-18,2018/05/15,,,,2086.0
2018-03-30_2018-04-05_S1B_S1A.tif,2018-03-30,2018-04-05,2018/04/02,,,,
2021-05-15_2021-05-27_S1B_S1B.tif,2021-05-15,2021-05-27,2021/05/21,,,,
2018-07-12_2018-07-24_S1A_S1A.tif,2018-07-12,2018-07-24,2018/07/18,,7140.0,3142.0,1884.0
2019-03-13_2019-03-25_S1B_S1B.tif,2019-03-13,2019-03-25,2019/03/19,,,,
2016-02-17_2016-02-29_S1A_S1A.tif,2016-02-17,2016-02-29,2016/02/23,,,,
2016-08-22_2016-09-03_S1A_S1A.tif,2016-08-22,2016-09-03,2016/08/28,,5911.0,2885.0,
2019-01-31_2019-02-06_S1B_S1A.tif,2019-01-31,2019-02-06,2019/02/03,,,3087.0,1811.0
2021-04-15_2021-04-27_S1A_S1A.tif,2021-04-15,2021-04-27,2021/04/21,,,,
2020-12-24_2020-12-30_S1B_S1A_T2.tif,2020-12-24,2020-12-30,2020/12/27,,6671.0,3214.0,
2020-05-25_2020-06-06_S1B_S1B_T2.tif,2020-05-25,2020-06-06,2020/05/31,,,,
2021-09-01_2021-09-13_S1A_S1A.tif,2021-09-01,2021-09-13,2021/09/07,,7395.0,3042.0,
2020-10-11_2020-10-17_S1B_S1A.tif,2020-10-11,2020-10-17,2020/10/14,11337.0,7094.0,3371.0,1871.0
2016-09-13_2016-09-25_S1A_S1A.tif,2016-09-13,2016-09-25,2016/09/19,,5729.0,2783.0,1776.0
2020-05-01_2020-05-07_S1B_S1A.tif,2020-05-01,2020-05-07,2020/05/04,,6860.0,,1974.0
2020-08-12_2020-08-18_S1B_S1A.tif,2020-08-12,2020-08-18,2020/08/15,11796.0,7159.0,3195.0,2031.0
2022-07-15_2022-07-27_S1A_S1A.tif,2022-07-15,2022-07-27,2022/07/21,,6975.0,3033.0,1920.0
2021-06-21_2021-07-03_S1A_S1A.tif,2021-06-21,2021-07-03,2021/06/27,,6880.0,3089.0,
2019-05-31_2019-06-12_S1B_S1B_T2.tif,2019-05-31,2019-06-12,2019/06/06,,,,
2021-08-29_2021-09-10_S1B_S1B.tif,2021-08-29,2021-09-10,2021/09/04,,,,
2021-06-25_2021-07-07_S1B_S1B.tif,2021-06-25,2021-07-07,2021/07/01,,,,
2016-09-26_2016-10-08_S1B_S1B.tif,2016-09-26,2016-10-08,2016/10/02,,5705.0,2849.0,1798.0
2020-10-21_2020-10-27_S1B_S1A.tif,2020-10-21,2020-10-27,2020/10/24,,,,
2020-08-22_2020-08-28_S1B_S1A.tif,2020-08-22,2020-08-28,2020/08/25,,,,
2019-08-22_2019-09-03_S1A_S1A.tif,2019-08-22,2019-09-03,2019/08/28,,,,
2017-06-05_2017-06-17_S1B_S1B.tif,2017-06-05,2017-06-17,2017/06/11,,6791.0,3083.0,1852.0
2020-09-23_2020-10-05_S1A_S1A.tif,2020-09-23,2020-10-05,2020/09/29,,,3102.0,1945.0
2016-09-26_2016-10-02_S1B_S1A.tif,2016-09-26,2016-10-02,2016/09/29,7611.0,5665.0,3284.0,1810.0
2020-05-08_2020-05-20_S1B_S1B.tif,2020-05-08,2020-05-20,2020/05/14,,,,
2019-01-25_2019-02-06_S1A_S1A.tif,2019-01-25,2019-02-06,2019/01/31,,,,
2021-06-20_2021-06-26_S1B_S1A.tif,2021-06-20,2021-06-26,2021/06/23,10567.0,6872.0,3220.0,2261.0
2020-10-16_2020-10-22_S1B_S1A_T2.tif,2020-10-16,2020-10-22,2020/10/19,,,,
2017-08-21_2017-09-02_S1B_S1B.tif,2017-08-21,2017-09-02,2017/08/27,,6798.0,3035.0,1855.0
2017-11-30_2017-12-06_S1B_S1A.tif,2017-11-30,2017-12-06,2017/12/03,,,,
2021-05-03_2021-05-09_S1B_S1A.tif,2021-05-03,2021-05-09,2021/05/06,11114.0,7334.0,,1910.0
2020-05-25_2020-05-31_S1B_S1A_T3.tif,2020-05-25,2020-05-31,2020/05/28,,,,
2020-07-01_2020-07-13_S1A_S1A.tif,2020-07-01,2020-07-13,2020/07/07,,7063.0,3082.0,1869.0
2018-05-31_2018-06-06_S1B_S1A.tif,2018-05-31,2018-06-06,2018/06/03,11599.0,6958.0,3257.0,2355.0
2018-02-02_2018-02-08_S1B_S1A.tif,2018-02-02,2018-02-08,2018/02/05,,,,
2018-06-18_2018-06-30_S1A_S1A.tif,2018-06-18,2018-06-30,2018/06/24,,7210.0,3127.0,1991.0
2021-06-13_2021-06-25_S1B_S1B_T2.tif,2021-06-13,2021-06-25,2021/06/19,,,,
2021-09-17_2021-09-29_S1B_S1B.tif,2021-09-17,2021-09-29,2021/09/23,,,3285.0,1975.0
2020-05-06_2020-05-18_S1B_S1B.tif,2020-05-06,2020-05-18,2020/05/12,,,,
2019-05-26_2019-06-07_S1B_S1B_T2.tif,2019-05-26,2019-06-07,2019/06/01,,,,
2020-01-11_2020-01-17_S1B_S1A_T2.tif,2020-01-11,2020-01-17,2020/01/14,,7430.0,3344.0,
2020-06-06_2020-06-18_S1B_S1B_T2.tif,2020-06-06,2020-06-18,2020/06/12,,,,
2021-09-18_2021-09-30_S1A_S1A.tif,2021-09-18,2021-09-30,2021/09/24,,,3065.0,1981.0
2021-08-12_2021-08-18_S1B_S1A_T2.tif,2021-08-12,2021-08-18,2021/08/15,,,,
2016-05-28_2016-06-09_S1A_S1A.tif,2016-05-28,2016-06-09,2016/06/03,,5645.0,3056.0,1959.0
2021-09-16_2021-09-28_S1A_S1A.tif,2021-09-16,2021-09-28,2021/09/22,,,,
2017-03-02_2017-03-14_S1A_S1A.tif,2017-03-02,2017-03-14,2017/03/08,,,,
2020-02-24_2020-03-07_S1B_S1B.tif,2020-02-24,2020-03-07,2020/03/01,,,,
2020-05-18_2020-05-30_S1B_S1B.tif,2020-05-18,2020-05-30,2020/05/24,,,,
2019-03-21_2019-04-02_S1A_S1A.tif,2019-03-21,2019-04-02,2019/03/27,,,,
2020-04-26_2020-05-02_S1B_S1A.tif,2020-04-26,2020-05-02,2020/04/29,,7109.0,,1935.0
2021-09-24_2021-10-06_S1B_S1B.tif,2021-09-24,2021-10-06,2021/09/30,,,3204.0,1988.0
2020-07-19_2020-07-31_S1B_S1B.tif,2020-07-19,2020-07-31,2020/07/25,,6965.0,3091.0,1917.0
2020-08-23_2020-09-04_S1A_S1A.tif,2020-08-23,2020-09-04,2020/08/29,,6850.0,3129.0,1908.0
2017-04-29_2017-05-11_S1A_S1A.tif,2017-04-29,2017-05-11,2017/05/05,,,,1919.0
2019-07-01_2019-07-13_S1B_S1B.tif,2019-07-01,2019-07-13,2019/07/07,,6550.0,3019.0,1935.0
2017-06-11_2017-06-23_S1A_S1A.tif,2017-06-11,2017-06-23,2017/06/17,,6692.0,3040.0,1895.0
2016-08-20_2016-09-01_S1A_S1A.tif,2016-08-20,2016-09-01,2016/08/26,,5910.0,2815.0,1857.0
2016-08-01_2016-08-13_S1A_S1A.tif,2016-08-01,2016-08-13,2016/08/07,,,,
