Image_ID,Quality_Fl,SOURCE,Date,distance_along_line
SEN1_NSIDC_0723_V2_20190504_20190509,0,https://nsidc.org/data/nsidc-0781/versions/1,08/05/2019,12909.03118
SEN1_NSIDC_0723_V2_20190808_20190813,0,https://nsidc.org/data/nsidc-0781/versions/1,12/08/2019,13548.17215
SEN1_NSIDC_0723_V2_20191106_20191111,0,https://nsidc.org/data/nsidc-0781/versions/1,10/11/2019,12754.88389
SEN1_NSIDC_0723_V2_20150525_20150605,0,https://nsidc.org/data/nsidc-0781/versions/1,29/05/2015,12234.77022
SEN1_NSIDC_0723_V4_20150712_20150723,0,https://nsidc.org/data/nsidc-0781/versions/1,16/07/2015,12371.5428
SEN1_NSIDC_0723_V4_20150910_20150921,0,https://nsidc.org/data/nsidc-0781/versions/1,14/09/2015,13247.7366
SEN1_NSIDC_0723_V4_20151004_20151015,0,https://nsidc.org/data/nsidc-0781/versions/1,08/10/2015,12792.46225
SEN1_NSIDC_0723_V4_20151203_20151214,0,https://nsidc.org/data/nsidc-0781/versions/1,07/12/2015,13782.08677
SEN1_NSIDC_0723_V4_20160108_20160119,0,https://nsidc.org/data/nsidc-0781/versions/1,12/01/2016,13223.29957
SEN1_NSIDC_0723_V4_20160308_20160319,0,https://nsidc.org/data/nsidc-0781/versions/1,12/03/2016,13814.62855
SEN1_NSIDC_0723_V4_20160401_20160412,0,https://nsidc.org/data/nsidc-0781/versions/1,05/04/2016,14230.98169
SEN1_NSIDC_0723_V4_20160904_20160915,0,https://nsidc.org/data/nsidc-0781/versions/1,08/09/2016,13804.15331
SEN1_NSIDC_0723_V4_20161004_20161009,0,https://nsidc.org/data/nsidc-0781/versions/1,08/10/2016,14299.24898
SEN1_NSIDC_0723_V4_20161103_20161108,0,https://nsidc.org/data/nsidc-0781/versions/1,07/11/2016,13926.47375
SEN1_NSIDC_0723_V4_20161203_20161208,0,https://nsidc.org/data/nsidc-0781/versions/1,07/12/2016,13205.32088
SEN1_NSIDC_0723_V4_20170102_20170107,0,https://nsidc.org/data/nsidc-0781/versions/1,06/01/2017,13302.8143
SEN1_NSIDC_0723_V4_20170303_20170308,0,https://nsidc.org/data/nsidc-0781/versions/1,07/03/2017,12801.87008
SEN1_NSIDC_0723_V4_20170402_20170407,0,https://nsidc.org/data/nsidc-0781/versions/1,06/04/2017,12831.60756
SEN1_NSIDC_0723_V4_20170601_20170606,0,https://nsidc.org/data/nsidc-0781/versions/1,05/06/2017,12737.9779
SEN1_NSIDC_0723_V4_20170701_20170706,0,https://nsidc.org/data/nsidc-0781/versions/1,05/07/2017,13080.60743
SEN1_NSIDC_0723_V4_20170905_20170910,0,https://nsidc.org/data/nsidc-0781/versions/1,09/09/2017,12822.45337
SEN1_NSIDC_0723_V4_20171005_20171010,0,https://nsidc.org/data/nsidc-0781/versions/1,09/10/2017,12827.54532
SEN1_NSIDC_0723_V4_20171104_20171109,0,https://nsidc.org/data/nsidc-0781/versions/1,08/11/2017,12586.68436
SEN1_NSIDC_0723_V4_20171204_20171209,0,https://nsidc.org/data/nsidc-0781/versions/1,08/12/2017,12557.95876
SEN1_NSIDC_0723_V4_20180103_20180108,0,https://nsidc.org/data/nsidc-0781/versions/1,07/01/2018,12296.93933
SEN1_NSIDC_0723_V4_20180304_20180309,0,https://nsidc.org/data/nsidc-0781/versions/1,08/03/2018,12386.87624
SEN1_NSIDC_0723_V4_20180403_20180408,0,https://nsidc.org/data/nsidc-0781/versions/1,07/04/2018,12269.11922
SEN1_NSIDC_0723_V4_20180602_20180607,0,https://nsidc.org/data/nsidc-0781/versions/1,06/06/2018,12478.08345
SEN1_NSIDC_0723_V4_20180702_20180707,0,https://nsidc.org/data/nsidc-0781/versions/1,06/07/2018,12429.79668
SEN1_NSIDC_0723_V4_20180801_20180806,0,https://nsidc.org/data/nsidc-0781/versions/1,05/08/2018,12345.73543
SEN1_NSIDC_0723_V4_20180906_20180911,0,https://nsidc.org/data/nsidc-0781/versions/1,10/09/2018,12608.9924
SEN1_NSIDC_0723_V4_20181006_20181011,0,https://nsidc.org/data/nsidc-0781/versions/1,10/10/2018,12561.90711
SEN1_NSIDC_0723_V4_20181105_20181110,0,https://nsidc.org/data/nsidc-0781/versions/1,09/11/2018,12280.01092
SEN1_NSIDC_0723_V4_20181205_20181210,0,https://nsidc.org/data/nsidc-0781/versions/1,09/12/2018,12569.13295
SEN1_NSIDC_0723_V4_20190104_20190109,0,https://nsidc.org/data/nsidc-0781/versions/1,08/01/2019,12395.83612
SEN1_NSIDC_0723_V4_20190305_20190310,0,https://nsidc.org/data/nsidc-0781/versions/1,09/03/2019,13540.83967
SEN1_NSIDC_0723_V4_20190404_20190409,0,https://nsidc.org/data/nsidc-0781/versions/1,08/04/2019,12531.02246
SEN1_NSIDC_0723_V4_20190603_20190608,0,https://nsidc.org/data/nsidc-0781/versions/1,07/06/2019,13322.81504
SEN1_NSIDC_0723_V4_20190703_20190708,0,https://nsidc.org/data/nsidc-0781/versions/1,07/07/2019,13619.81137
SEN1_NSIDC_0723_V4_20190802_20190807,0,https://nsidc.org/data/nsidc-0781/versions/1,06/08/2019,13794.18812
SEN1_NSIDC_0723_V4_20190901_20190906,0,https://nsidc.org/data/nsidc-0781/versions/1,05/09/2019,13822.72257
SEN1_NSIDC_0723_V4_20191001_20191006,0,https://nsidc.org/data/nsidc-0781/versions/1,05/10/2019,13103.76942
SEN1_NSIDC_0723_V4_20191206_20191211,0,https://nsidc.org/data/nsidc-0781/versions/1,10/12/2019,12382.30717
SEN1_NSIDC_0723_V4_20200105_20200110,0,https://nsidc.org/data/nsidc-0781/versions/1,09/01/2020,12289.77643
SEN1_NSIDC_0723_V4_20200305_20200310,0,https://nsidc.org/data/nsidc-0781/versions/1,09/03/2020,12406.35907
SEN1_NSIDC_0723_V4_20200404_20200409,0,https://nsidc.org/data/nsidc-0781/versions/1,08/04/2020,12464.76629
SEN1_NSIDC_0723_V4_20200504_20200509,0,https://nsidc.org/data/nsidc-0781/versions/1,08/05/2020,12381.02376
SEN1_NSIDC_0723_V4_20200603_20200608,0,https://nsidc.org/data/nsidc-0781/versions/1,07/06/2020,12220.35058
SEN1_NSIDC_0723_V4_20200703_20200708,0,https://nsidc.org/data/nsidc-0781/versions/1,07/07/2020,12572.37731
SEN1_NSIDC_0723_V4_20200802_20200807,0,https://nsidc.org/data/nsidc-0781/versions/1,06/08/2020,12164.46928
SEN1_NSIDC_0723_V4_20200901_20200906,0,https://nsidc.org/data/nsidc-0781/versions/1,05/09/2020,11963.76926
SEN1_NSIDC_0723_V4_20201001_20201006,0,https://nsidc.org/data/nsidc-0781/versions/1,05/10/2020,12220.10718
SEN1_NSIDC_0723_V4_20201106_20201111,0,https://nsidc.org/data/nsidc-0781/versions/1,10/11/2020,12862.98205
SEN1_NSIDC_0723_V4_20201206_20201211,0,https://nsidc.org/data/nsidc-0781/versions/1,10/12/2020,13053.69029
SEN1_NSIDC_0723_V4_20210105_20210110,0,https://nsidc.org/data/nsidc-0781/versions/1,09/01/2021,12941.43557
SEN1_NSIDC_0723_V4_20210306_20210311,0,https://nsidc.org/data/nsidc-0781/versions/1,10/03/2021,12690.20599
SEN1_NSIDC_0723_V4_20210405_20210410,0,https://nsidc.org/data/nsidc-0781/versions/1,09/04/2021,12473.4656
SEN1_NSIDC_0723_V4_20210505_20210510,0,https://nsidc.org/data/nsidc-0781/versions/1,09/05/2021,12277.6994
SEN1_NSIDC_0723_V4_20210604_20210609,0,https://nsidc.org/data/nsidc-0781/versions/1,08/06/2021,12775.14317
SEN1_NSIDC_0723_V4_20210704_20210709,0,https://nsidc.org/data/nsidc-0781/versions/1,08/07/2021,12422.80972
SEN1_NSIDC_0723_V4_20210803_20210808,0,https://nsidc.org/data/nsidc-0781/versions/1,07/08/2021,12616.65425
SEN1_NSIDC_0723_V4_20210902_20210907,0,https://nsidc.org/data/nsidc-0781/versions/1,06/09/2021,12414.55096
SEN1_NSIDC_0723_V4_20211002_20211007,0,https://nsidc.org/data/nsidc-0781/versions/1,06/10/2021,12244.52833
SEN1_NSIDC_0723_V4_20211101_20211106,0,https://nsidc.org/data/nsidc-0781/versions/1,05/11/2021,12197.38004
SEN1_NSIDC_0723_V4_20211201_20211206,0,https://nsidc.org/data/nsidc-0781/versions/1,05/12/2021,12303.45925
LC09_L2SP_001014_20220319_20230424_02_T2,0,https://earthexplorer.usgs.gov/,19/03/2022,12268.57839
LC08_L2SP_233014_20220405_20220412_02_T1,0,https://earthexplorer.usgs.gov/,05/04/2022,12127.65275
LC08_L2SP_233014_20220507_20220512_02_T1,0,https://earthexplorer.usgs.gov/,07/05/2022,12293.64754
LC08_L2SP_001014_20220717_20220725_02_T1,0,https://earthexplorer.usgs.gov/,17/07/2022,12511.37831
LC09_L2SP_001014_20220623_20230410_02_T1,1,https://earthexplorer.usgs.gov/,23/06/2022,12861.84384
GL_S1bks_mosaic_14Nov22_25Nov22_image_25m_v04.0,1,https://nsidc.org/data/nsidc-0723/versions/4,19/11/2022,15181.00803
LC08_L2SP_233014_20220912_20220922_02_T1,1,https://earthexplorer.usgs.gov/,12/09/2022,14136.33049
LC09_L2SP_233014_20230331_20230402_02_T2,0,https://earthexplorer.usgs.gov/,31/03/2023,14677.28504
GL_S1bks_mosaic_06Jan22_17Jan22_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,11/01/2022,12099.54476
GL_S1bks_mosaic_11Feb22_22Feb22_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,16/02/2022,12128.33199
LC09_L2SP_001014_20220810_20230403_02_T1,1,https://earthexplorer.usgs.gov/,10/08/2022,13292.19393
GL_S1bks_mosaic_06Feb23_17Feb23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,11/02/2023,14837.59821
LC09_L2SP_233014_20230603_20230605_02_T1,0,https://earthexplorer.usgs.gov/,03/06/2023,15110.63527
LC08_L2SP_001014_20230704_20230717_02_T1,0,https://earthexplorer.usgs.gov/,04/07/2023,14379.73768
GL_S1bks_mosaic_09Nov23_20Nov23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,14/11/2023,13027.90634
GL_S1bks_mosaic_03Dec23_14Dec23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,08/12/2023,12819.82262
LC08_L2SP_233014_20231001_20231011_02_T1,0,https://earthexplorer.usgs.gov/,01/10/2023,13174.90437
LC08_L2SP_001014_20230906_20230912_02_T1,0,https://earthexplorer.usgs.gov/,06/09/2023,13703.84312
LC08_L2SP_001014_20230805_20230812_02_T1,0,https://earthexplorer.usgs.gov/,05/08/2023,14060.35023
GL_S1bks_mosaic_01Jan23_12Jan23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,06/01/2023,14841.62782
GL_S1bks_mosaic_02Mar23_13Mar23_image_25m_v04.0,1,https://nsidc.org/data/nsidc-0723/versions/4,07/03/2023,14924.80106
LC09_L2SP_001014_20221013_20230326_02_T2,1,https://earthexplorer.usgs.gov/,13/10/2022,15042.51857
GL_S1bks_mosaic_08Dec22_19Dec22_image_25m_v04.0,1,https://nsidc.org/data/nsidc-0723/versions/4,13/12/2022,14959.92348
LC09_L2SP_233014_20230502_20230504_02_T1,1,https://earthexplorer.usgs.gov/,02/05/2023,15180.93173
