Image_ID,Quality_Fl,SOURCE,Date,distance_along_line
SEN1_NSIDC_0723_V4_20161004_20161009,0,https://nsidc.org/data/nsidc-0781/versions/1,08/10/2016,11531.62774
SEN1_NSIDC_0723_V4_20161103_20161108,0,https://nsidc.org/data/nsidc-0781/versions/1,07/11/2016,11545.75731
SEN1_NSIDC_0723_V4_20161203_20161208,0,https://nsidc.org/data/nsidc-0781/versions/1,07/12/2016,11542.73343
SEN1_NSIDC_0723_V4_20170102_20170107,0,https://nsidc.org/data/nsidc-0781/versions/1,06/01/2017,11573.96586
SEN1_NSIDC_0723_V4_20170303_20170308,0,https://nsidc.org/data/nsidc-0781/versions/1,07/03/2017,11666.72213
SEN1_NSIDC_0723_V4_20170402_20170407,0,https://nsidc.org/data/nsidc-0781/versions/1,06/04/2017,11490.5085
SEN1_NSIDC_0723_V4_20170601_20170606,0,https://nsidc.org/data/nsidc-0781/versions/1,05/06/2017,11572.01666
SEN1_NSIDC_0723_V4_20170701_20170706,0,https://nsidc.org/data/nsidc-0781/versions/1,05/07/2017,11456.26184
SEN1_NSIDC_0723_V4_20170905_20170910,0,https://nsidc.org/data/nsidc-0781/versions/1,09/09/2017,11408.86915
SEN1_NSIDC_0723_V4_20171005_20171010,0,https://nsidc.org/data/nsidc-0781/versions/1,09/10/2017,11405.98953
SEN1_NSIDC_0723_V4_20171104_20171109,0,https://nsidc.org/data/nsidc-0781/versions/1,08/11/2017,11550.58744
SEN1_NSIDC_0723_V4_20171204_20171209,0,https://nsidc.org/data/nsidc-0781/versions/1,08/12/2017,11579.90134
SEN1_NSIDC_0723_V4_20180103_20180108,0,https://nsidc.org/data/nsidc-0781/versions/1,07/01/2018,11697.14254
SEN1_NSIDC_0723_V4_20180304_20180309,0,https://nsidc.org/data/nsidc-0781/versions/1,08/03/2018,11641.95
SEN1_NSIDC_0723_V4_20180403_20180408,0,https://nsidc.org/data/nsidc-0781/versions/1,07/04/2018,11773.74572
SEN1_NSIDC_0723_V4_20180602_20180607,0,https://nsidc.org/data/nsidc-0781/versions/1,06/06/2018,12319.53253
SEN1_NSIDC_0723_V4_20180702_20180707,0,https://nsidc.org/data/nsidc-0781/versions/1,06/07/2018,12124.3515
SEN1_NSIDC_0723_V4_20180801_20180806,0,https://nsidc.org/data/nsidc-0781/versions/1,05/08/2018,11511.74926
SEN1_NSIDC_0723_V4_20180906_20180911,0,https://nsidc.org/data/nsidc-0781/versions/1,10/09/2018,11539.02608
SEN1_NSIDC_0723_V4_20181006_20181011,0,https://nsidc.org/data/nsidc-0781/versions/1,10/10/2018,11518.58804
SEN1_NSIDC_0723_V4_20181105_20181110,0,https://nsidc.org/data/nsidc-0781/versions/1,09/11/2018,11488.87219
SEN1_NSIDC_0723_V4_20181205_20181210,0,https://nsidc.org/data/nsidc-0781/versions/1,09/12/2018,11536.24746
SEN1_NSIDC_0723_V4_20190104_20190109,0,https://nsidc.org/data/nsidc-0781/versions/1,08/01/2019,11597.68935
SEN1_NSIDC_0723_V4_20190305_20190310,0,https://nsidc.org/data/nsidc-0781/versions/1,09/03/2019,11621.8296
SEN1_NSIDC_0723_V4_20190404_20190409,0,https://nsidc.org/data/nsidc-0781/versions/1,08/04/2019,11807.31573
SEN1_NSIDC_0723_V4_20190603_20190608,0,https://nsidc.org/data/nsidc-0781/versions/1,07/06/2019,11681.06768
SEN1_NSIDC_0723_V4_20190703_20190708,0,https://nsidc.org/data/nsidc-0781/versions/1,07/07/2019,11576.04668
SEN1_NSIDC_0723_V4_20190802_20190807,0,https://nsidc.org/data/nsidc-0781/versions/1,06/08/2019,11402.59441
SEN1_NSIDC_0723_V4_20190901_20190906,0,https://nsidc.org/data/nsidc-0781/versions/1,05/09/2019,11473.49722
SEN1_NSIDC_0723_V4_20191001_20191006,0,https://nsidc.org/data/nsidc-0781/versions/1,05/10/2019,11569.66441
SEN1_NSIDC_0723_V4_20191206_20191211,0,https://nsidc.org/data/nsidc-0781/versions/1,10/12/2019,11498.18872
SEN1_NSIDC_0723_V4_20200105_20200110,0,https://nsidc.org/data/nsidc-0781/versions/1,09/01/2020,11540.70677
SEN1_NSIDC_0723_V4_20200305_20200310,0,https://nsidc.org/data/nsidc-0781/versions/1,09/03/2020,11652.58626
SEN1_NSIDC_0723_V4_20200404_20200409,0,https://nsidc.org/data/nsidc-0781/versions/1,08/04/2020,11758.34158
SEN1_NSIDC_0723_V4_20200504_20200509,0,https://nsidc.org/data/nsidc-0781/versions/1,08/05/2020,11460.9062
SEN1_NSIDC_0723_V4_20200603_20200608,0,https://nsidc.org/data/nsidc-0781/versions/1,07/06/2020,11503.87647
SEN1_NSIDC_0723_V4_20200703_20200708,0,https://nsidc.org/data/nsidc-0781/versions/1,07/07/2020,11465.78677
SEN1_NSIDC_0723_V4_20200802_20200807,0,https://nsidc.org/data/nsidc-0781/versions/1,06/08/2020,11375.25646
SEN1_NSIDC_0723_V4_20200901_20200906,0,https://nsidc.org/data/nsidc-0781/versions/1,05/09/2020,11471.34576
SEN1_NSIDC_0723_V4_20201001_20201006,0,https://nsidc.org/data/nsidc-0781/versions/1,05/10/2020,11493.91708
SEN1_NSIDC_0723_V4_20201106_20201111,0,https://nsidc.org/data/nsidc-0781/versions/1,10/11/2020,11421.30217
SEN1_NSIDC_0723_V4_20201206_20201211,0,https://nsidc.org/data/nsidc-0781/versions/1,10/12/2020,11425.6654
SEN1_NSIDC_0723_V4_20210105_20210110,0,https://nsidc.org/data/nsidc-0781/versions/1,09/01/2021,11459.77237
SEN1_NSIDC_0723_V4_20210306_20210311,0,https://nsidc.org/data/nsidc-0781/versions/1,10/03/2021,11615.49709
SEN1_NSIDC_0723_V4_20210405_20210410,0,https://nsidc.org/data/nsidc-0781/versions/1,09/04/2021,11721.42773
SEN1_NSIDC_0723_V4_20210505_20210510,0,https://nsidc.org/data/nsidc-0781/versions/1,09/05/2021,11628.39968
SEN1_NSIDC_0723_V4_20210604_20210609,0,https://nsidc.org/data/nsidc-0781/versions/1,08/06/2021,11604.69924
SEN1_NSIDC_0723_V4_20210704_20210709,0,https://nsidc.org/data/nsidc-0781/versions/1,08/07/2021,11569.13893
SEN1_NSIDC_0723_V4_20210803_20210808,0,https://nsidc.org/data/nsidc-0781/versions/1,07/08/2021,11416.53744
SEN1_NSIDC_0723_V4_20210902_20210907,0,https://nsidc.org/data/nsidc-0781/versions/1,06/09/2021,11455.9308
SEN1_NSIDC_0723_V4_20211002_20211007,0,https://nsidc.org/data/nsidc-0781/versions/1,06/10/2021,11525.9778
SEN1_NSIDC_0723_V4_20211101_20211106,0,https://nsidc.org/data/nsidc-0781/versions/1,05/11/2021,11543.69545
SEN1_NSIDC_0723_V4_20211201_20211206,0,https://nsidc.org/data/nsidc-0781/versions/1,05/12/2021,11475.19935
LC09_L2SP_001014_20220810_20230403_02_T1,0,https://earthexplorer.usgs.gov/,10/08/2022,11611.652
LC08_L2SP_001014_20220717_20220725_02_T1,0,https://earthexplorer.usgs.gov/,17/07/2022,11624.21448
GL_S1bks_mosaic_14Nov22_25Nov22_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,19/11/2022,11543.35015
GL_S1bks_mosaic_08Dec22_19Dec22_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,13/12/2022,11522.26487
GL_S1bks_mosaic_06Feb23_17Feb23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,11/02/2023,11568.94507
GL_S1bks_mosaic_03Dec23_14Dec23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,08/12/2023,11602.53684
GL_S1bks_mosaic_09Nov23_20Nov23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,14/11/2023,11547.55722
LC08_L2SP_001014_20230906_20230912_02_T1,0,https://earthexplorer.usgs.gov/,06/09/2023,11534.42708
LC08_L2SP_001014_20230805_20230812_02_T1,0,https://earthexplorer.usgs.gov/,05/08/2023,11573.89996
GL_S1bks_mosaic_01Jan23_12Jan23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,06/01/2023,11484.13064
LC08_L2SP_233014_20220912_20220922_02_T1,0,https://earthexplorer.usgs.gov/,12/09/2022,11613.66769
GL_S1bks_mosaic_06Jan22_17Jan22_image_25m_v04.0,1,https://nsidc.org/data/nsidc-0723/versions/4,11/01/2022,11595.76132
LC09_L2SP_001014_20220319_20230424_02_T2,1,https://earthexplorer.usgs.gov/,19/03/2022,11739.9847
GL_S1bks_mosaic_11Feb22_22Feb22_image_25m_v04.0,1,https://nsidc.org/data/nsidc-0723/versions/4,16/02/2022,11658.62689
LC09_L2SP_232015_20230308_20230310_02_T2,1,https://earthexplorer.usgs.gov/,08/03/2023,11523.99632
GL_S1bks_mosaic_27Sep22_08Oct22_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,30/09/2022,11514.73198
GL_S1bks_mosaic_04Oct23_15Oct23_image_25m_v04.0,0,https://nsidc.org/data/nsidc-0723/versions/4,09/10/2023,11514.02829
LC08_L2SP_233014_20220405_20220412_02_T1,1,https://earthexplorer.usgs.gov/,05/04/2022,11575.65761
LC09_L2SP_001014_20220623_20230410_02_T1,1,https://earthexplorer.usgs.gov/,23/06/2022,11735.9856
LC09_L2SP_233014_20230331_20230402_02_T2,0,https://earthexplorer.usgs.gov/,31/03/2023,11521.43665
LC09_L2SP_233014_20230502_20230504_02_T1,0,https://earthexplorer.usgs.gov/,02/05/2023,11760.11811
LC09_L2SP_233014_20230603_20230605_02_T1,1,https://earthexplorer.usgs.gov/,03/06/2023,11670.91235
LC08_L2SP_001014_20230704_20230717_02_T1,1,https://earthexplorer.usgs.gov/,04/07/2023,11852.02858
